State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year,Black pepper,75.5,15.86,0.21006622516556292
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year,Cashewnut,717.0,208.5,0.2907949790794979
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year,Coconut,18284.74,68580000.0,3750.6685903108273
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year,Dry chillies,60.0,102.0,1.7
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year,Dry ginger,102.0,326.4,3.1999999999999997
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year,other oilseeds,4.2,0.3,0.07142857142857142
Andaman and Nicobar Islands,NICOBARS,2004,Kharif,Rice,52.94,72.57,1.3707971288250849
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year,Arecanut,1264.7,805.85,0.6371866845892307
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year,Banana,66.42,404.12,6.084311954230653
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year,Black pepper,85.0,15.86,0.18658823529411764
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year,Cashewnut,683.5,197.9,0.28953913679590343
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year,Coconut,18394.7,52380000.0,2847.5593513348954
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year,Dry chillies,60.0,145.2,2.42
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year,Dry ginger,118.0,366.0,3.1016949152542375
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year,other oilseeds,1.0,0.11,0.11
Andaman and Nicobar Islands,NICOBARS,2005,Kharif,Rice,2.09,12.06,5.770334928229666
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year,Banana,22.0,582.0,26.454545454545453
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year,Black pepper,41.0,0.1,0.0024390243902439024
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year,Cashewnut,450.0,55.8,0.124
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year,Coconut,13876.57,52030000.0,3749.485643786613
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year,Turmeric,10.0,70.0,7.0
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Arecanut,896.0,477.6,0.5330357142857143
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Banana,198.0,976.0,4.929292929292929
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Black pepper,22.16,0.68,0.03068592057761733
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Cashewnut,450.0,85.13,0.18917777777777778
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Coconut,14358.0,59370000.0,4134.977016297535
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Dry chillies,3.0,9.0,3.0
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Dry ginger,6.0,21.0,3.5
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Sugarcane,0.2,0.5,2.5
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Sweet potato,18.0,86.0,4.777777777777778
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Tapioca,52.03,450.0,8.64885642898328
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year,Turmeric,2.5,1.03,0.41200000000000003
Andaman and Nicobar Islands,NICOBARS,2010,Autumn,Rice,3.5,10.0,2.857142857142857
Andaman and Nicobar Islands,NICOBARS,2010,Autumn,Sugarcane,13.4,41.75,3.1156716417910446
Andaman and Nicobar Islands,NICOBARS,2010,Rabi,Arecanut,944.0,1610.0,1.7055084745762712
Andaman and Nicobar Islands,NICOBARS,2010,Rabi,Black pepper,23.0,8.5,0.3695652173913043
Andaman and Nicobar Islands,NICOBARS,2010,Rabi,Cashewnut,1000.5,260.5,0.26036981509245377
Andaman and Nicobar Islands,NICOBARS,2010,Rabi,Dry chillies,12.0,25.0,2.0833333333333335
Andaman and Nicobar Islands,NICOBARS,2010,Rabi,Dry ginger,7.0,9.64,1.3771428571428572
Andaman and Nicobar Islands,NICOBARS,2010,Rabi,Maize,3.84,18.22,4.744791666666667
Andaman and Nicobar Islands,NICOBARS,2010,Rabi,Moong(Green Gram),1.5,1.1,0.7333333333333334
Andaman and Nicobar Islands,NICOBARS,2010,Rabi,Sweet potato,22.0,208.0,9.454545454545455
Andaman and Nicobar Islands,NICOBARS,2010,Rabi,Turmeric,2.0,0.5,0.25
Andaman and Nicobar Islands,NICOBARS,2010,Rabi,Urad,1.5,1.16,0.7733333333333333
Andaman and Nicobar Islands,NICOBARS,2010,Whole Year,Banana,593.0,3425.0,5.775716694772344
Andaman and Nicobar Islands,NICOBARS,2010,Whole Year,Coconut,14560.0,71300000.0,4896.978021978022
Andaman and Nicobar Islands,NICOBARS,2010,Whole Year,Tapioca,69.0,575.0,8.333333333333334
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Kharif,Arecanut,3100.0,5200.0,1.6774193548387097
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Kharif,Other Kharif pulses,668.0,448.0,0.6706586826347305
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Kharif,Rice,10779.0,31863.0,2.956025605343724
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,Banana,1531.0,12073.0,7.885695623775311
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,Cashewnut,80.0,54.0,0.675
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,Coconut,6992.0,23900000.0,3418.192219679634
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,Dry ginger,352.0,1120.0,3.1818181818181817
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,other oilseeds,133.0,55.0,0.41353383458646614
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,Sugarcane,141.0,3736.0,26.49645390070922
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,Sweet potato,78.0,843.0,10.807692307692308
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,Tapioca,160.0,2108.0,13.175
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Kharif,Arecanut,3100.0,5239.0,1.69
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Kharif,Other Kharif pulses,418.0,199.0,0.47607655502392343
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Kharif,Rice,9718.0,27033.0,2.781745215064828
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,Cashewnut,81.0,33.0,0.4074074074074074
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,Coconut,7015.0,25250000.0,3599.429793300071
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,Dry ginger,344.0,1124.0,3.2674418604651163
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,Sugarcane,81.0,2379.0,29.37037037037037
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,Sweet potato,100.0,5.0,0.05
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Kharif,Rice,6854.3,18995.62,2.771343536174372
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Arecanut,1160.0,3011.7,2.596293103448276
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Banana,957.57,8582.0,8.962269076934323
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Black pepper,175.0,191.14,1.0922285714285713
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Cashewnut,40.5,44.0,1.0864197530864197
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Coconut,3575.0,15400000.0,4307.692307692308
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Dry chillies,235.72,824.3,3.4969455285932463
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Dry ginger,98.66,929.0,9.416176768700588
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,other oilseeds,35.62,21.4,0.60078607523863
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Sugarcane,71.3,1500.0,21.03786816269285
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Sweet potato,30.0,240.0,8.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Tapioca,255.0,1420.0,5.568627450980392
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,Turmeric,68.0,408.0,6.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Autumn,Rice,6791.0,20118.0,2.9624503018701223
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Autumn,Sugarcane,73.33,889.2,12.126005727533071
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Arecanut,1296.0,2290.0,1.7669753086419753
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Arhar/Tur,294.5,90.8,0.30831918505942274
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Black pepper,168.0,13.5,0.08035714285714286
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Cashewnut,84.5,39.0,0.46153846153846156
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Dry chillies,254.0,402.0,1.5826771653543308
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Dry ginger,110.0,1011.84,9.198545454545455
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Groundnut,4.75,6.8,1.431578947368421
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Maize,86.7,96.4,1.1118800461361016
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Moong(Green Gram),1168.6,556.55,0.47625363683039534
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Sunflower,2.9,1.9,0.6551724137931034
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Sweet potato,109.0,480.0,4.4036697247706424
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Turmeric,68.0,376.5,5.536764705882353
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Urad,1059.5,458.79,0.43302501179801794
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year,Banana,657.0,7968.0,12.127853881278538
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year,Coconut,3668.0,12700000.0,3462.3773173391496
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year,Tapioca,186.5,1355.0,7.265415549597855
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Kharif,Rice,10695.8,31600.82,2.954507376727314
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Arecanut,3105.0,5267.0,1.6962962962962962
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Banana,1524.0,10882.0,7.140419947506562
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Black pepper,487.0,102.5,0.2104722792607803
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Cashewnut,81.0,24.0,0.2962962962962963
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Coconut,7060.0,26830000.0,3800.28328611898
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Dry chillies,239.0,20.9,0.08744769874476988
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Dry ginger,352.0,1145.0,3.252840909090909
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,other oilseeds,85.1,40.31,0.47367802585193897
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year,Sugarcane,455.0,13760.0,30.24175824175824
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Kharif,Rice,10509.37,30760.7,2.92697849633232
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Arecanut,3118.0,5182.0,1.6619627966645285
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Banana,1530.0,11558.0,7.554248366013072
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Black pepper,497.0,104.37,0.21000000000000002
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Cashewnut,116.5,26.14,0.22437768240343348
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Coconut,7110.0,26660000.0,3749.6483825597747
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Dry chillies,340.0,578.0,1.7
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Dry ginger,406.0,1299.2,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,other oilseeds,82.09,35.51,0.43257400414179553
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Sugarcane,268.0,2879.52,10.7444776119403
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Kharif,Rice,10681.98,29119.66,2.726054532961118
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Arecanut,3160.67,3975.2,1.2577080176038624
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Banana,1912.1,17374.4,9.086554050520371
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Black pepper,570.0,104.36,0.1830877192982456
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Cashewnut,116.5,25.1,0.21545064377682405
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Coconut,7156.7,34750000.0,4855.589866838068
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Dry chillies,340.0,822.8,2.42
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Dry ginger,410.0,1462.0,3.5658536585365854
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,other oilseeds,89.3,46.5,0.5207166853303472
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year,Sugarcane,145.26,1560.0,10.739363899215201
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Kharif,Rice,8683.38,25870.98,2.979367481326396
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Arecanut,3250.78,3058.46,0.9408388140692387
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Banana,1656.8,10251.13,6.187306856591018
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Black pepper,656.45,35.95,0.05476426232005484
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Cashewnut,118.5,30.22,0.2550210970464135
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Coconut,7050.45,26430000.0,3748.6968916877645
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Dry chillies,370.7,877.6,2.3674130024278393
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Dry ginger,200.0,1800.0,9.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,other oilseeds,53.55,34.2,0.638655462184874
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Sugarcane,128.02,2448.2,19.123574441493513
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Sweet potato,131.9,700.35,5.309704321455648
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Tapioca,254.5,1480.0,5.81532416502947
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year,Turmeric,81.7,572.0,7.001223990208078
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Kharif,Rice,921.87,2539.64,2.7548786705283823
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Arecanut,2000.0,2350.0,1.175
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Banana,483.0,4150.0,8.592132505175984
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Black pepper,413.1,20.18,0.04885015734688937
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Cashewnut,79.5,26.0,0.3270440251572327
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Coconut,3483.09,14190000.0,4073.968803562354
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Dry chillies,124.6,34.7,0.27849117174959875
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Dry ginger,100.9,900.0,8.919722497522299
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,other oilseeds,24.0,14.98,0.6241666666666666
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Sugarcane,53.5,999.5,18.682242990654206
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Sweet potato,30.4,220.0,7.236842105263158
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Tapioca,40.0,160.0,4.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year,Turmeric,10.0,60.0,6.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn,Rice,1595.5,3788.0,2.3741773738639926
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn,Sugarcane,67.5,402.0,5.955555555555556
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Arecanut,1912.0,1900.0,0.9937238493723849
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Arhar/Tur,20.5,13.2,0.6439024390243903
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Black pepper,409.0,98.0,0.2396088019559902
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Cashewnut,15.0,10.5,0.7
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Dry chillies,128.0,148.0,1.15625
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Dry ginger,94.0,828.52,8.81404255319149
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Groundnut,15.5,7.6,0.49032258064516127
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Maize,73.0,253.0,3.4657534246575343
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Moong(Green Gram),29.9,17.85,0.596989966555184
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Sunflower,1.0,0.5,0.5
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Sweet potato,32.0,235.0,7.34375
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Turmeric,10.0,105.0,10.5
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Urad,34.0,15.05,0.44264705882352945
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year,Banana,360.0,5517.0,15.325
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year,Coconut,3540.0,11000000.0,3107.3446327683614
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year,Tapioca,22.5,220.0,9.777777777777779
Andhra Pradesh,ANANTAPUR,1997,Kharif,Arhar/Tur,21400.0,2600.0,0.12149532710280374
Andhra Pradesh,ANANTAPUR,1997,Kharif,Bajra,1400.0,500.0,0.35714285714285715
Andhra Pradesh,ANANTAPUR,1997,Kharif,Castor seed,1000.0,100.0,0.1
Andhra Pradesh,ANANTAPUR,1997,Kharif,Cotton(lint),7300.0,9400.0,1.2876712328767124
Andhra Pradesh,ANANTAPUR,1997,Kharif,Dry chillies,3700.0,7100.0,1.9189189189189189
Andhra Pradesh,ANANTAPUR,1997,Kharif,Groundnut,650800.0,228400.0,0.35095267363245236
Andhra Pradesh,ANANTAPUR,1997,Kharif,Horse-gram,3300.0,1000.0,0.30303030303030304
Andhra Pradesh,ANANTAPUR,1997,Kharif,Jowar,10100.0,10200.0,1.00990099009901
Andhra Pradesh,ANANTAPUR,1997,Kharif,Korra,2200.0,700.0,0.3181818181818182
Andhra Pradesh,ANANTAPUR,1997,Kharif,Maize,2800.0,4900.0,1.75
Andhra Pradesh,ANANTAPUR,1997,Kharif,Moong(Green Gram),1300.0,500.0,0.38461538461538464
Andhra Pradesh,ANANTAPUR,1997,Kharif,Other Kharif pulses,800.0,100.0,0.125
Andhra Pradesh,ANANTAPUR,1997,Kharif,Ragi,6700.0,11800.0,1.7611940298507462
Andhra Pradesh,ANANTAPUR,1997,Kharif,Rice,35600.0,75400.0,2.1179775280898876
Andhra Pradesh,ANANTAPUR,1997,Kharif,Sugarcane,700.0,72900.0,104.14285714285714
Andhra Pradesh,ANANTAPUR,1997,Kharif,Sunflower,35900.0,11100.0,0.30919220055710306
Andhra Pradesh,ANANTAPUR,1997,Kharif,Tobacco,200.0,200.0,1.0
Andhra Pradesh,ANANTAPUR,1997,Rabi,Dry chillies,100.0,100.0,1.0
Andhra Pradesh,ANANTAPUR,1997,Rabi,Gram,28000.0,14800.0,0.5285714285714286
Andhra Pradesh,ANANTAPUR,1997,Rabi,Groundnut,20200.0,21700.0,1.0742574257425743
Andhra Pradesh,ANANTAPUR,1997,Rabi,Horse-gram,600.0,200.0,0.3333333333333333
Andhra Pradesh,ANANTAPUR,1997,Rabi,Jowar,18800.0,9400.0,0.5
Andhra Pradesh,ANANTAPUR,1997,Rabi,Korra,100.0,100.0,1.0
Andhra Pradesh,ANANTAPUR,1997,Rabi,Maize,600.0,2400.0,4.0
Andhra Pradesh,ANANTAPUR,1997,Rabi,Ragi,600.0,1000.0,1.6666666666666667
Andhra Pradesh,ANANTAPUR,1997,Rabi,Rice,18000.0,37300.0,2.0722222222222224
Andhra Pradesh,ANANTAPUR,1997,Rabi,Sunflower,30100.0,11100.0,0.3687707641196013
Andhra Pradesh,ANANTAPUR,1997,Rabi,Wheat,300.0,200.0,0.6666666666666666
Andhra Pradesh,ANANTAPUR,1998,Kharif,Arhar/Tur,27400.0,9100.0,0.33211678832116787
Andhra Pradesh,ANANTAPUR,1998,Kharif,Bajra,2600.0,1900.0,0.7307692307692307
Andhra Pradesh,ANANTAPUR,1998,Kharif,Castor seed,3200.0,1000.0,0.3125
Andhra Pradesh,ANANTAPUR,1998,Kharif,Cotton(lint),14000.0,12900.0,0.9214285714285714
Andhra Pradesh,ANANTAPUR,1998,Kharif,Dry chillies,4000.0,10000.0,2.5
Andhra Pradesh,ANANTAPUR,1998,Kharif,Groundnut,755200.0,867800.0,1.1490995762711864
Andhra Pradesh,ANANTAPUR,1998,Kharif,Horse-gram,2300.0,900.0,0.391304347826087
Andhra Pradesh,ANANTAPUR,1998,Kharif,Jowar,3700.0,5800.0,1.5675675675675675
Andhra Pradesh,ANANTAPUR,1998,Kharif,Korra,4600.0,3400.0,0.7391304347826086
Andhra Pradesh,ANANTAPUR,1998,Kharif,Maize,3300.0,6700.0,2.0303030303030303
Andhra Pradesh,ANANTAPUR,1998,Kharif,Moong(Green Gram),2100.0,1300.0,0.6190476190476191
Andhra Pradesh,ANANTAPUR,1998,Kharif,Other Kharif pulses,2000.0,300.0,0.15
Andhra Pradesh,ANANTAPUR,1998,Kharif,Ragi,7000.0,14900.0,2.1285714285714286
Andhra Pradesh,ANANTAPUR,1998,Kharif,Rice,38300.0,96800.0,2.5274151436031334
Andhra Pradesh,ANANTAPUR,1998,Kharif,Sunflower,21300.0,12200.0,0.5727699530516432
Andhra Pradesh,ANANTAPUR,1998,Rabi,Dry chillies,200.0,200.0,1.0
Andhra Pradesh,ANANTAPUR,1998,Rabi,Gram,26200.0,25900.0,0.9885496183206107
Andhra Pradesh,ANANTAPUR,1998,Rabi,Groundnut,25900.0,35800.0,1.3822393822393821
Andhra Pradesh,ANANTAPUR,1998,Rabi,Horse-gram,700.0,500.0,0.7142857142857143
Andhra Pradesh,ANANTAPUR,1998,Rabi,Jowar,14800.0,22100.0,1.4932432432432432
Andhra Pradesh,ANANTAPUR,1998,Rabi,Maize,300.0,1600.0,5.333333333333333
Andhra Pradesh,ANANTAPUR,1998,Rabi,Ragi,700.0,1200.0,1.7142857142857142
Andhra Pradesh,ANANTAPUR,1998,Rabi,Rice,26600.0,63900.0,2.4022556390977443
Andhra Pradesh,ANANTAPUR,1998,Rabi,Sunflower,13500.0,3300.0,0.24444444444444444
Andhra Pradesh,ANANTAPUR,1998,Rabi,Wheat,400.0,200.0,0.5
Andhra Pradesh,ANANTAPUR,1998,Whole Year,Sugarcane,700.0,65900.0,94.14285714285714
Andhra Pradesh,ANANTAPUR,1998,Whole Year,Tobacco,100.0,100.0,1.0
Andhra Pradesh,ANANTAPUR,1999,Kharif,Bajra,1635.0,889.0,0.5437308868501529
Andhra Pradesh,ANANTAPUR,1999,Kharif,Castor seed,1880.0,355.0,0.18882978723404256
Andhra Pradesh,ANANTAPUR,1999,Kharif,Cotton(lint),9453.0,10510.0,1.1118163545964244
Andhra Pradesh,ANANTAPUR,1999,Kharif,Groundnut,694865.0,249457.0,0.35900066919473567
Andhra Pradesh,ANANTAPUR,1999,Kharif,Horse-gram,1762.0,495.0,0.28093076049943244
Andhra Pradesh,ANANTAPUR,1999,Kharif,Jowar,11131.0,14582.0,1.310035037283263
Andhra Pradesh,ANANTAPUR,1999,Kharif,Maize,3358.0,9540.0,2.8409767718880286
Andhra Pradesh,ANANTAPUR,1999,Kharif,Masoor,23117.0,3861.0,0.16701994203400095
Andhra Pradesh,ANANTAPUR,1999,Kharif,Moong(Green Gram),1546.0,1098.0,0.7102199223803364
Andhra Pradesh,ANANTAPUR,1999,Kharif,Ragi,6215.0,11467.0,1.8450522928399034
Andhra Pradesh,ANANTAPUR,1999,Kharif,Rice,37991.0,105082.0,2.765970887841857
Andhra Pradesh,ANANTAPUR,1999,Kharif,Sesamum,8.0,2.0,0.25
Andhra Pradesh,ANANTAPUR,1999,Kharif,Urad,4.0,2.0,0.5
Andhra Pradesh,ANANTAPUR,1999,Rabi,Bajra,99.0,54.0,0.5454545454545454
Andhra Pradesh,ANANTAPUR,1999,Rabi,Gram,26835.0,9365.0,0.3489845351220421
Andhra Pradesh,ANANTAPUR,1999,Rabi,Groundnut,21785.0,25358.0,1.164011934817535
Andhra Pradesh,ANANTAPUR,1999,Rabi,Horse-gram,1071.0,327.0,0.30532212885154064
Andhra Pradesh,ANANTAPUR,1999,Rabi,Jowar,21487.0,30576.0,1.4229999534602318
Andhra Pradesh,ANANTAPUR,1999,Rabi,Linseed,12.0,1.0,0.08333333333333333
Andhra Pradesh,ANANTAPUR,1999,Rabi,Maize,455.0,2203.0,4.841758241758241
Andhra Pradesh,ANANTAPUR,1999,Rabi,Masoor,98.0,10.0,0.10204081632653061
Andhra Pradesh,ANANTAPUR,1999,Rabi,Moong(Green Gram),1.0,1.0,1.0
Andhra Pradesh,ANANTAPUR,1999,Rabi,Ragi,734.0,1180.0,1.6076294277929155
