State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Odisha,NABARANGPUR,2002,Kharif     ,Arhar/Tur,3380.00,2350.00
Odisha,NABARANGPUR,2002,Kharif     ,Bajra,140.00,80.00
Odisha,NABARANGPUR,2002,Kharif     ,Castor seed,210.00,120.00
Odisha,NABARANGPUR,2002,Kharif     ,Dry ginger,140.00,260.00
Odisha,NABARANGPUR,2002,Kharif     ,Groundnut,90.00,25.90
Odisha,NABARANGPUR,2002,Kharif     ,Horse-gram,4989.00,948.50
Odisha,NABARANGPUR,2002,Kharif     ,Jowar,150.00,110.00
Odisha,NABARANGPUR,2002,Kharif     ,Maize,10071.00,10741.40
Odisha,NABARANGPUR,2002,Kharif     ,Moong(Green Gram),119.00,11.20
Odisha,NABARANGPUR,2002,Kharif     ,Niger seed,4810.00,640.00
Odisha,NABARANGPUR,2002,Kharif     ,Ragi,8843.00,2416.90
Odisha,NABARANGPUR,2002,Kharif     ,Rice,158000.00,87000.00
Odisha,NABARANGPUR,2002,Kharif     ,Small millets,990.00,170.00
Odisha,NABARANGPUR,2002,Kharif     ,Urad,10773.00,1803.20
Odisha,NABARANGPUR,2002,Rabi       ,Castor seed,1550.00,550.00
Odisha,NABARANGPUR,2002,Rabi       ,Gram,2320.00,330.00
Odisha,NABARANGPUR,2002,Rabi       ,Linseed,1850.00,310.00
Odisha,NABARANGPUR,2002,Rabi       ,Niger seed,320.00,60.00
Odisha,NABARANGPUR,2002,Rabi       ,Other  Rabi pulses,590.00,200.00
Odisha,NABARANGPUR,2002,Rabi       ,Rapeseed &Mustard,1.00,
Odisha,NABARANGPUR,2002,Rabi       ,Safflower,150.00,30.00
Odisha,NABARANGPUR,2002,Rabi       ,Sunflower,90.00,30.00
Odisha,NABARANGPUR,2002,Rabi       ,Wheat,149.00,280.60
Odisha,NABARANGPUR,2002,Whole Year ,Coriander,250.00,120.00
Odisha,NABARANGPUR,2002,Whole Year ,Dry chillies,1260.00,1070.00
Odisha,NABARANGPUR,2002,Whole Year ,Garlic,70.00,220.00
Odisha,NABARANGPUR,2002,Whole Year ,Onion,520.00,9420.00
Odisha,NABARANGPUR,2002,Whole Year ,Potato,158.00,1422.50
Odisha,NABARANGPUR,2002,Whole Year ,Sugarcane,2528.00,107692.80
Odisha,NABARANGPUR,2002,Whole Year ,Sweet potato,120.00,1000.00
Odisha,NABARANGPUR,2002,Whole Year ,Tobacco,220.00,90.00
Odisha,NABARANGPUR,2002,Whole Year ,Turmeric,120.00,250.00
Odisha,NABARANGPUR,2003,Kharif     ,Arhar/Tur,3910.00,1880.00
Odisha,NABARANGPUR,2003,Kharif     ,Bajra,70.00,40.00
Odisha,NABARANGPUR,2003,Kharif     ,Castor seed,200.00,60.00
Odisha,NABARANGPUR,2003,Kharif     ,Dry ginger,140.00,260.00
Odisha,NABARANGPUR,2003,Kharif     ,Groundnut,679.00,540.00
Odisha,NABARANGPUR,2003,Kharif     ,Horse-gram,5734.00,2322.30
Odisha,NABARANGPUR,2003,Kharif     ,Jowar,150.00,90.00
Odisha,NABARANGPUR,2003,Kharif     ,Maize,19807.00,39638.80
Odisha,NABARANGPUR,2003,Kharif     ,Moong(Green Gram),513.00,144.10
Odisha,NABARANGPUR,2003,Kharif     ,Niger seed,6540.00,1270.00
Odisha,NABARANGPUR,2003,Kharif     ,Ragi,10589.00,5414.20
Odisha,NABARANGPUR,2003,Kharif     ,Rice,162000.00,271000.00
Odisha,NABARANGPUR,2003,Kharif     ,Sesamum,5.00,1.00
Odisha,NABARANGPUR,2003,Kharif     ,Small millets,1580.00,640.00
Odisha,NABARANGPUR,2003,Kharif     ,Urad,8669.00,4065.80
Odisha,NABARANGPUR,2003,Rabi       ,Castor seed,1590.00,670.00
Odisha,NABARANGPUR,2003,Rabi       ,Gram,4130.00,1350.00
Odisha,NABARANGPUR,2003,Rabi       ,Linseed,1150.00,230.00
Odisha,NABARANGPUR,2003,Rabi       ,Niger seed,520.00,170.00
Odisha,NABARANGPUR,2003,Rabi       ,Other  Rabi pulses,940.00,390.00
Odisha,NABARANGPUR,2003,Rabi       ,Rapeseed &Mustard,5.00,.40
Odisha,NABARANGPUR,2003,Rabi       ,Safflower,150.00,30.00
Odisha,NABARANGPUR,2003,Rabi       ,Sunflower,60.00,30.00
Odisha,NABARANGPUR,2003,Rabi       ,Wheat,75.00,129.90
Odisha,NABARANGPUR,2003,Whole Year ,Coriander,210.00,100.00
Odisha,NABARANGPUR,2003,Whole Year ,Dry chillies,1970.00,1670.00
Odisha,NABARANGPUR,2003,Whole Year ,Garlic,70.00,210.00
Odisha,NABARANGPUR,2003,Whole Year ,Onion,530.00,9620.00
Odisha,NABARANGPUR,2003,Whole Year ,Potato,118.00,1127.50
Odisha,NABARANGPUR,2003,Whole Year ,Sugarcane,859.00,42198.40
Odisha,NABARANGPUR,2003,Whole Year ,Sweet potato,130.00,1040.00
Odisha,NABARANGPUR,2003,Whole Year ,Tobacco,160.00,70.00
Odisha,NABARANGPUR,2003,Whole Year ,Turmeric,110.00,240.00
Odisha,NABARANGPUR,2004,Autumn     ,Groundnut,311.00,320.00
Odisha,NABARANGPUR,2004,Autumn     ,Maize,23495.00,55635.60
Odisha,NABARANGPUR,2004,Autumn     ,Ragi,4504.00,2031.30
Odisha,NABARANGPUR,2004,Autumn     ,Rice,52000.00,39000.00
Odisha,NABARANGPUR,2004,Kharif     ,Bajra,42.00,23.00
Odisha,NABARANGPUR,2004,Kharif     ,Castor seed,169.00,100.00
Odisha,NABARANGPUR,2004,Kharif     ,Dry ginger,129.00,239.00
Odisha,NABARANGPUR,2004,Kharif     ,Jowar,190.00,132.00
Odisha,NABARANGPUR,2004,Kharif     ,Small millets,1187.00,487.00
Odisha,NABARANGPUR,2004,Rabi       ,Castor seed,1601.00,700.00
Odisha,NABARANGPUR,2004,Rabi       ,Gram,4262.00,1854.00
Odisha,NABARANGPUR,2004,Rabi       ,Linseed,2970.00,594.00
Odisha,NABARANGPUR,2004,Rabi       ,Niger seed,5296.00,1149.00
Odisha,NABARANGPUR,2004,Rabi       ,Other  Rabi pulses,578.00,357.00
Odisha,NABARANGPUR,2004,Rabi       ,Safflower,138.00,36.00
Odisha,NABARANGPUR,2004,Rabi       ,Sunflower,52.00,34.00
Odisha,NABARANGPUR,2004,Summer     ,Groundnut,375.00,98.60
Odisha,NABARANGPUR,2004,Summer     ,Horse-gram,88.00,21.50
Odisha,NABARANGPUR,2004,Summer     ,Maize,1691.00,3759.10
Odisha,NABARANGPUR,2004,Summer     ,Moong(Green Gram),645.00,238.70
Odisha,NABARANGPUR,2004,Summer     ,Ragi,2.00,.90
Odisha,NABARANGPUR,2004,Summer     ,Rice,2000.00,5000.00
Odisha,NABARANGPUR,2004,Summer     ,Wheat,42.00,57.10
Odisha,NABARANGPUR,2004,Whole Year ,Coriander,276.00,134.00
Odisha,NABARANGPUR,2004,Whole Year ,Dry chillies,1843.00,1560.00
Odisha,NABARANGPUR,2004,Whole Year ,Garlic,82.00,263.00
Odisha,NABARANGPUR,2004,Whole Year ,Onion,748.00,13550.00
Odisha,NABARANGPUR,2004,Whole Year ,Sweet potato,129.00,1065.00
Odisha,NABARANGPUR,2004,Whole Year ,Tobacco,139.00,63.00
Odisha,NABARANGPUR,2004,Whole Year ,Turmeric,94.00,199.00
Odisha,NABARANGPUR,2004,Winter     ,Horse-gram,4847.00,1706.10
Odisha,NABARANGPUR,2004,Winter     ,Maize,1471.00,2975.80
Odisha,NABARANGPUR,2004,Winter     ,Potato,288.00,3068.90
Odisha,NABARANGPUR,2004,Winter     ,Ragi,1948.00,689.60
Odisha,NABARANGPUR,2004,Winter     ,Rapeseed &Mustard,1.00,.10
Odisha,NABARANGPUR,2004,Winter     ,Rice,122000.00,189000.00
Odisha,NABARANGPUR,2004,Winter     ,Sesamum,1.00,
Odisha,NABARANGPUR,2004,Winter     ,Sugarcane,1883.00,78771.50
Odisha,NABARANGPUR,2004,Winter     ,Urad,7958.00,2737.60
Odisha,NABARANGPUR,2005,Autumn     ,Groundnut,546.00,281.20
Odisha,NABARANGPUR,2005,Autumn     ,Maize,26157.00,53846.50
Odisha,NABARANGPUR,2005,Autumn     ,Ragi,4767.00,2021.20
Odisha,NABARANGPUR,2005,Autumn     ,Rice,45000.00,27000.00
Odisha,NABARANGPUR,2005,Summer     ,Groundnut,48.00,65.90
Odisha,NABARANGPUR,2005,Summer     ,Maize,1247.00,3024.00
Odisha,NABARANGPUR,2005,Summer     ,Moong(Green Gram),608.00,194.60
Odisha,NABARANGPUR,2005,Summer     ,Ragi,4.00,3.20
Odisha,NABARANGPUR,2005,Summer     ,Rice,1000.00,2000.00
Odisha,NABARANGPUR,2005,Summer     ,Wheat,72.00,116.90
Odisha,NABARANGPUR,2005,Winter     ,Horse-gram,5626.00,2064.70
Odisha,NABARANGPUR,2005,Winter     ,Maize,5616.00,12652.80
Odisha,NABARANGPUR,2005,Winter     ,Potato,130.00,762.20
Odisha,NABARANGPUR,2005,Winter     ,Ragi,1912.00,661.60
Odisha,NABARANGPUR,2005,Winter     ,Rapeseed &Mustard,27.00,4.30
Odisha,NABARANGPUR,2005,Winter     ,Rice,123000.00,175000.00
Odisha,NABARANGPUR,2005,Winter     ,Sesamum,140.00,29.50
Odisha,NABARANGPUR,2005,Winter     ,Sugarcane,1156.00,50302.20
Odisha,NABARANGPUR,2005,Winter     ,Urad,8999.00,3446.60
Odisha,NABARANGPUR,2006,Autumn     ,Groundnut,226.00,163.90
Odisha,NABARANGPUR,2006,Autumn     ,Maize,23181.00,50274.60
Odisha,NABARANGPUR,2006,Autumn     ,Ragi,4914.00,2147.40
Odisha,NABARANGPUR,2006,Autumn     ,Rice,42000.00,39000.00
Odisha,NABARANGPUR,2006,Summer     ,Maize,1553.00,3980.00
Odisha,NABARANGPUR,2006,Summer     ,Moong(Green Gram),154.00,47.60
Odisha,NABARANGPUR,2006,Summer     ,Ragi,1.00,.50
Odisha,NABARANGPUR,2006,Summer     ,Rice,1000.00,2000.00
Odisha,NABARANGPUR,2006,Summer     ,Wheat,47.00,68.30
Odisha,NABARANGPUR,2006,Winter     ,Horse-gram,5022.00,1898.30
Odisha,NABARANGPUR,2006,Winter     ,Maize,5739.00,15305.90
Odisha,NABARANGPUR,2006,Winter     ,Potato,235.00,2032.80
Odisha,NABARANGPUR,2006,Winter     ,Ragi,2169.00,839.40
Odisha,NABARANGPUR,2006,Winter     ,Rapeseed &Mustard,14.00,1.20
Odisha,NABARANGPUR,2006,Winter     ,Rice,122000.00,175000.00
Odisha,NABARANGPUR,2006,Winter     ,Sesamum,55.00,8.90
Odisha,NABARANGPUR,2006,Winter     ,Sugarcane,2458.00,102333.90
Odisha,NABARANGPUR,2006,Winter     ,Urad,7469.00,3226.60
Odisha,NABARANGPUR,2007,Autumn     ,Groundnut,535.00,607.20
Odisha,NABARANGPUR,2007,Autumn     ,Maize,34559.00,86777.60
Odisha,NABARANGPUR,2007,Autumn     ,Ragi,4892.00,2353.10
Odisha,NABARANGPUR,2007,Autumn     ,Rice,39000.00,36000.00
Odisha,NABARANGPUR,2007,Summer     ,Groundnut,56.00,38.90
Odisha,NABARANGPUR,2007,Summer     ,Maize,2289.00,5681.30
Odisha,NABARANGPUR,2007,Summer     ,Moong(Green Gram),223.00,71.40
Odisha,NABARANGPUR,2007,Summer     ,Ragi,4.00,2.20
Odisha,NABARANGPUR,2007,Summer     ,Rice,2000.00,3000.00
Odisha,NABARANGPUR,2007,Summer     ,Wheat,221.00,348.50
Odisha,NABARANGPUR,2007,Winter     ,Horse-gram,4931.00,2228.80
Odisha,NABARANGPUR,2007,Winter     ,Maize,6341.00,17590.00
Odisha,NABARANGPUR,2007,Winter     ,Moong(Green Gram),140.00,50.10
Odisha,NABARANGPUR,2007,Winter     ,Potato,173.00,1492.10
Odisha,NABARANGPUR,2007,Winter     ,Ragi,1344.00,596.70
Odisha,NABARANGPUR,2007,Winter     ,Rapeseed &Mustard,34.00,4.40
Odisha,NABARANGPUR,2007,Winter     ,Rice,110000.00,188000.00
Odisha,NABARANGPUR,2007,Winter     ,Sesamum,26.00,3.70
Odisha,NABARANGPUR,2007,Winter     ,Sugarcane,4371.00,102521.80
Odisha,NABARANGPUR,2007,Winter     ,Urad,7984.00,3976.00
Odisha,NABARANGPUR,2008,Autumn     ,Groundnut,240.00,154.30
Odisha,NABARANGPUR,2008,Autumn     ,Maize,38851.00,98487.30
Odisha,NABARANGPUR,2008,Autumn     ,Ragi,3477.00,1477.70
Odisha,NABARANGPUR,2008,Autumn     ,Rice,35000.00,34000.00
Odisha,NABARANGPUR,2008,Summer     ,Groundnut,124.00,84.60
Odisha,NABARANGPUR,2008,Summer     ,Maize,1785.00,5328.00
Odisha,NABARANGPUR,2008,Summer     ,Moong(Green Gram),1065.00,449.40
Odisha,NABARANGPUR,2008,Summer     ,Ragi,4.00,1.50
Odisha,NABARANGPUR,2008,Summer     ,Rice,2000.00,3000.00
Odisha,NABARANGPUR,2008,Summer     ,Wheat,42.00,92.10
Odisha,NABARANGPUR,2008,Winter     ,Groundnut,2.00,1.60
Odisha,NABARANGPUR,2008,Winter     ,Horse-gram,3162.00,929.60
Odisha,NABARANGPUR,2008,Winter     ,Maize,187.00,496.10
Odisha,NABARANGPUR,2008,Winter     ,Moong(Green Gram),4.00,2.10
Odisha,NABARANGPUR,2008,Winter     ,Potato,157.00,1559.20
Odisha,NABARANGPUR,2008,Winter     ,Ragi,925.00,397.80
Odisha,NABARANGPUR,2008,Winter     ,Rice,122000.00,156000.00
Odisha,NABARANGPUR,2008,Winter     ,Sesamum,18.00,4.70
Odisha,NABARANGPUR,2008,Winter     ,Sugarcane,515.00,18255.20
Odisha,NABARANGPUR,2008,Winter     ,Urad,6712.00,2201.50
Odisha,NABARANGPUR,2009,Autumn     ,Groundnut,350.00,240.50
Odisha,NABARANGPUR,2009,Autumn     ,Maize,50484.00,139225.60
Odisha,NABARANGPUR,2009,Autumn     ,Ragi,3348.00,1406.20
Odisha,NABARANGPUR,2009,Autumn     ,Rice,42000.00,27000.00
Odisha,NABARANGPUR,2009,Summer     ,Groundnut,8.00,3.70
Odisha,NABARANGPUR,2009,Summer     ,Maize,1658.00,4161.60
Odisha,NABARANGPUR,2009,Summer     ,Moong(Green Gram),490.00,223.00
Odisha,NABARANGPUR,2009,Summer     ,Ragi,5.00,1.40
Odisha,NABARANGPUR,2009,Summer     ,Rice,1000.00,1000.00
Odisha,NABARANGPUR,2009,Summer     ,Wheat,100.00,158.00
Odisha,NABARANGPUR,2009,Winter     ,Horse-gram,3487.00,1290.20
Odisha,NABARANGPUR,2009,Winter     ,Potato,85.00,849.10
Odisha,NABARANGPUR,2009,Winter     ,Ragi,1187.00,432.10
Odisha,NABARANGPUR,2009,Winter     ,Rapeseed &Mustard,1.00,.10
Odisha,NABARANGPUR,2009,Winter     ,Rice,118000.00,187000.00
Odisha,NABARANGPUR,2009,Winter     ,Sugarcane,883.00,40658.60
Odisha,NABARANGPUR,2009,Winter     ,Urad,7753.00,3558.60
Odisha,NABARANGPUR,2010,Autumn     ,Groundnut,274.00,167.70
Odisha,NABARANGPUR,2010,Autumn     ,Maize,73950.00,232203.00
Odisha,NABARANGPUR,2010,Autumn     ,Ragi,3514.00,1623.50
Odisha,NABARANGPUR,2010,Autumn     ,Rice,35000.00,44000.00
Odisha,NABARANGPUR,2010,Summer     ,Groundnut,10.00,4.30
Odisha,NABARANGPUR,2010,Summer     ,Maize,3364.00,10529.30
Odisha,NABARANGPUR,2010,Summer     ,Moong(Green Gram),420.00,73.10
Odisha,NABARANGPUR,2010,Summer     ,Ragi,21.00,14.60
Odisha,NABARANGPUR,2010,Summer     ,Rice,3000.00,5000.00
Odisha,NABARANGPUR,2010,Summer     ,Wheat,38.00,67.10
Odisha,NABARANGPUR,2010,Winter     ,Horse-gram,3143.00,1122.10
Odisha,NABARANGPUR,2010,Winter     ,Maize,514.00,1155.00
Odisha,NABARANGPUR,2010,Winter     ,Potato,104.00,1414.70
Odisha,NABARANGPUR,2010,Winter     ,Ragi,572.00,195.10
Odisha,NABARANGPUR,2010,Winter     ,Rapeseed &Mustard,17.00,1.80
Odisha,NABARANGPUR,2010,Winter     ,Rice,109000.00,235000.00
Odisha,NABARANGPUR,2010,Winter     ,Sugarcane,582.00,29496.90
Odisha,NABARANGPUR,2010,Winter     ,Urad,8164.00,3967.70
Odisha,NABARANGPUR,2011,Autumn     ,Groundnut,390.00,108.40
Odisha,NABARANGPUR,2011,Autumn     ,Maize,63634.00,149158.10
Odisha,NABARANGPUR,2011,Autumn     ,Ragi,1889.00,621.50
Odisha,NABARANGPUR,2011,Autumn     ,Rice,26000.00,13000.00
Odisha,NABARANGPUR,2011,Summer     ,Groundnut,8.00,9.90
Odisha,NABARANGPUR,2011,Summer     ,Maize,3125.00,8353.10
Odisha,NABARANGPUR,2011,Summer     ,Moong(Green Gram),169.00,30.90
Odisha,NABARANGPUR,2011,Summer     ,Ragi,7.00,3.00
Odisha,NABARANGPUR,2011,Winter     ,Horse-gram,1379.00,251.00
Odisha,NABARANGPUR,2011,Winter     ,Niger seed,129.00,9.00
Odisha,NABARANGPUR,2011,Winter     ,Potato,12.00,164.50
Odisha,NABARANGPUR,2011,Winter     ,Ragi,494.00,121.50
Odisha,NABARANGPUR,2011,Winter     ,Rice,114000.00,84000.00
Odisha,NABARANGPUR,2011,Winter     ,Sugarcane,2436.00,99876.00
Odisha,NABARANGPUR,2011,Winter     ,Urad,3329.00,705.70
Odisha,NABARANGPUR,2012,Autumn     ,Groundnut,409.00,224.50
Odisha,NABARANGPUR,2012,Autumn     ,Maize,53923.00,160690.60
Odisha,NABARANGPUR,2012,Autumn     ,Ragi,1431.00,678.30
Odisha,NABARANGPUR,2012,Autumn     ,Rice,29000.00,44000.00
Odisha,NABARANGPUR,2012,Summer     ,Groundnut,1.00,.50
Odisha,NABARANGPUR,2012,Summer     ,Maize,3042.00,8882.60
Odisha,NABARANGPUR,2012,Summer     ,Moong(Green Gram),128.00,46.50
Odisha,NABARANGPUR,2012,Summer     ,Ragi,33.00,21.90
Odisha,NABARANGPUR,2012,Summer     ,Rice,327000.00,2000.00
Odisha,NABARANGPUR,2012,Summer     ,Wheat,3.00,3.60
Odisha,NABARANGPUR,2012,Winter     ,Horse-gram,1686.00,740.20
Odisha,NABARANGPUR,2012,Winter     ,Potato,46.00,356.50
Odisha,NABARANGPUR,2012,Winter     ,Ragi,237.00,68.00
Odisha,NABARANGPUR,2012,Winter     ,Rice,114000.00,283000.00
Odisha,NABARANGPUR,2012,Winter     ,Sugarcane,3361.00,171891.60
Odisha,NABARANGPUR,2012,Winter     ,Urad,3402.00,1602.30
Odisha,NABARANGPUR,2013,Autumn     ,Groundnut,181.00,115.50
Odisha,NABARANGPUR,2013,Autumn     ,Maize,56139.00,202549.50
Odisha,NABARANGPUR,2013,Autumn     ,Ragi,1095.00,557.40
Odisha,NABARANGPUR,2013,Autumn     ,Rice,20000.00,34000.00
Odisha,NABARANGPUR,2013,Summer     ,Groundnut,32.00,18.60
Odisha,NABARANGPUR,2013,Summer     ,Maize,2614.00,8438.00
Odisha,NABARANGPUR,2013,Summer     ,Moong(Green Gram),730.00,264.30
Odisha,NABARANGPUR,2013,Summer     ,Ragi,16.00,7.30
Odisha,NABARANGPUR,2013,Summer     ,Rice,1000.00,3000.00
Odisha,NABARANGPUR,2013,Summer     ,Wheat,9.00,5.90
Odisha,NABARANGPUR,2013,Winter     ,Horse-gram,1644.00,905.80
Odisha,NABARANGPUR,2013,Winter     ,Potato,44.00,593.70
Odisha,NABARANGPUR,2013,Winter     ,Rice,126000.00,384000.00
Odisha,NABARANGPUR,2013,Winter     ,Sugarcane,1061.00,49923.20
Odisha,NABARANGPUR,2013,Winter     ,Urad,2610.00,1216.30
Odisha,NABARANGPUR,2014,Autumn     ,Groundnut,684.00,548.60
Odisha,NABARANGPUR,2014,Autumn     ,Maize,51473.00,131770.90
Odisha,NABARANGPUR,2014,Autumn     ,Ragi,1065.00,419.60
Odisha,NABARANGPUR,2014,Autumn     ,Rice,25000.00,39000.00
Odisha,NABARANGPUR,2014,Summer     ,Groundnut,19.00,18.80
Odisha,NABARANGPUR,2014,Summer     ,Maize,1374.00,4002.50
Odisha,NABARANGPUR,2014,Summer     ,Moong(Green Gram),335.00,143.70
Odisha,NABARANGPUR,2014,Summer     ,Ragi,7.00,2.90
Odisha,NABARANGPUR,2014,Summer     ,Urad,22.00,8.40
Odisha,NABARANGPUR,2014,Winter     ,Groundnut,11.00,12.40
Odisha,NABARANGPUR,2014,Winter     ,Horse-gram,1734.00,728.30
Odisha,NABARANGPUR,2014,Winter     ,Potato,182.00,2665.80
Odisha,NABARANGPUR,2014,Winter     ,Rice,122000.00,303000.00
Odisha,NABARANGPUR,2014,Winter     ,Sugarcane,1304.00,66895.20
Odisha,NABARANGPUR,2014,Winter     ,Urad,3043.00,1442.40
Odisha,NABARANGPUR,2015,Autumn     ,Groundnut,290.00,127.90
Odisha,NABARANGPUR,2015,Autumn     ,Maize,21666.00,47058.60
Odisha,NABARANGPUR,2015,Autumn     ,Ragi,1570.00,522.80
Odisha,NABARANGPUR,2015,Autumn     ,Rice,21000.00,17000.00
Odisha,NABARANGPUR,2015,Autumn     ,Urad,1.00,.70
Odisha,NABARANGPUR,2015,Summer     ,Groundnut,35.00,21.50
Odisha,NABARANGPUR,2015,Summer     ,Maize,1842.00,5198.10
Odisha,NABARANGPUR,2015,Summer     ,Moong(Green Gram),210.00,104.20
Odisha,NABARANGPUR,2015,Summer     ,Ragi,36.00,17.40
Odisha,NABARANGPUR,2015,Summer     ,Rice,1000.00,2000.00
Odisha,NABARANGPUR,2015,Summer     ,Urad,48.00,34.10
Odisha,NABARANGPUR,2015,Summer     ,Wheat,20.00,26.10
Odisha,NABARANGPUR,2015,Winter     ,Horse-gram,3789.00,1443.60
Odisha,NABARANGPUR,2015,Winter     ,Maize,1.00,4.20
Odisha,NABARANGPUR,2015,Winter     ,Potato,59.00,650.70
Odisha,NABARANGPUR,2015,Winter     ,Ragi,1014.00,325.50
Odisha,NABARANGPUR,2015,Winter     ,Rice,116000.00,154000.00
Odisha,NABARANGPUR,2015,Winter     ,Sugarcane,614.00,40578.60
Odisha,NABARANGPUR,2015,Winter     ,Urad,7037.00,2751.50
Odisha,NAYAGARH,1997,Autumn     ,Groundnut,169.00,146.00
Odisha,NAYAGARH,1997,Autumn     ,Maize,587.00,473.00
Odisha,NAYAGARH,1997,Autumn     ,Paddy,3412.00,4595.00
Odisha,NAYAGARH,1997,Autumn     ,Ragi,318.00,183.00
Odisha,NAYAGARH,1997,Autumn     ,Sesamum,5.00,1.00
Odisha,NAYAGARH,1997,Autumn     ,Urad,34.00,11.00
Odisha,NAYAGARH,1997,Rabi       ,Wheat,58.00,47.00
Odisha,NAYAGARH,1997,Summer     ,Arhar/Tur,754.00,85.00
Odisha,NAYAGARH,1997,Summer     ,Groundnut,20.00,14.00
Odisha,NAYAGARH,1997,Summer     ,Horse-gram,16.00,6.00
Odisha,NAYAGARH,1997,Summer     ,Maize,3.00,2.00
Odisha,NAYAGARH,1997,Summer     ,Paddy,289.00,433.00
Odisha,NAYAGARH,1997,Summer     ,Sesamum,764.00,214.00
Odisha,NAYAGARH,1997,Summer     ,Urad,41.00,16.00
Odisha,NAYAGARH,1997,Whole Year ,Potato,22.00,147.00
Odisha,NAYAGARH,1997,Winter     ,Arhar/Tur,26689.00,7313.00
Odisha,NAYAGARH,1997,Winter     ,Groundnut,15.00,15.00
Odisha,NAYAGARH,1997,Winter     ,Horse-gram,2473.00,739.00
Odisha,NAYAGARH,1997,Winter     ,Maize,7.00,7.00
Odisha,NAYAGARH,1997,Winter     ,Paddy,102402.00,180684.00
Odisha,NAYAGARH,1997,Winter     ,Ragi,10.00,1.00
Odisha,NAYAGARH,1997,Winter     ,Sesamum,953.00,192.00
Odisha,NAYAGARH,1997,Winter     ,Sugarcane,2046.00,123191.00
Odisha,NAYAGARH,1997,Winter     ,Urad,6441.00,1823.00
Odisha,NAYAGARH,1998,Autumn     ,Groundnut,131.00,145.00
Odisha,NAYAGARH,1998,Autumn     ,Maize,345.00,263.00
Odisha,NAYAGARH,1998,Autumn     ,Ragi,291.00,185.00
Odisha,NAYAGARH,1998,Autumn     ,Rice,3187.00,4073.00
Odisha,NAYAGARH,1998,Autumn     ,Urad,162.00,32.00
Odisha,NAYAGARH,1998,Summer     ,Groundnut,14.00,18.00
Odisha,NAYAGARH,1998,Summer     ,Maize,6.00,6.00
Odisha,NAYAGARH,1998,Summer     ,Moong(Green Gram),1006.00,454.00
Odisha,NAYAGARH,1998,Summer     ,Ragi,1.00,
Odisha,NAYAGARH,1998,Summer     ,Rice,501.00,799.00
Odisha,NAYAGARH,1998,Summer     ,Sesamum,239.00,84.00
Odisha,NAYAGARH,1998,Summer     ,Urad,202.00,29.00
Odisha,NAYAGARH,1998,Summer     ,Wheat,6.00,3.00
Odisha,NAYAGARH,1998,Winter     ,Groundnut,145.00,179.00
Odisha,NAYAGARH,1998,Winter     ,Horse-gram,2662.00,868.00
Odisha,NAYAGARH,1998,Winter     ,Maize,3.00,2.00
Odisha,NAYAGARH,1998,Winter     ,Moong(Green Gram),31599.00,5561.00
Odisha,NAYAGARH,1998,Winter     ,Potato,42.00,390.00
Odisha,NAYAGARH,1998,Winter     ,Ragi,77.00,47.00
Odisha,NAYAGARH,1998,Winter     ,Rapeseed &Mustard,452.00,51.00
Odisha,NAYAGARH,1998,Winter     ,Rice,98826.00,170669.00
Odisha,NAYAGARH,1998,Winter     ,Sesamum,1021.00,162.00
Odisha,NAYAGARH,1998,Winter     ,Sugarcane,2608.00,168026.00
Odisha,NAYAGARH,1998,Winter     ,Urad,5279.00,1045.00
Odisha,NAYAGARH,1999,Autumn     ,Rice,3000.00,1000.00
Odisha,NAYAGARH,1999,Kharif     ,Arhar/Tur,1120.00,670.00
Odisha,NAYAGARH,1999,Kharif     ,Castor seed,50.00,30.00
Odisha,NAYAGARH,1999,Kharif     ,Cotton(lint),70.00,40.00
Odisha,NAYAGARH,1999,Kharif     ,Dry chillies,510.00,400.00
Odisha,NAYAGARH,1999,Kharif     ,Dry ginger,140.00,260.00
Odisha,NAYAGARH,1999,Kharif     ,Groundnut,500.00,510.00
Odisha,NAYAGARH,1999,Kharif     ,Jowar,80.00,50.00
Odisha,NAYAGARH,1999,Kharif     ,Jute,50.00,210.00
Odisha,NAYAGARH,1999,Kharif     ,Maize,3280.00,3040.00
Odisha,NAYAGARH,1999,Kharif     ,Mesta,60.00,190.00
Odisha,NAYAGARH,1999,Kharif     ,Moong(Green Gram),490.00,190.00
Odisha,NAYAGARH,1999,Kharif     ,Ragi,940.00,650.00
Odisha,NAYAGARH,1999,Kharif     ,Sesamum,3570.00,1530.00
Odisha,NAYAGARH,1999,Kharif     ,Small millets,100.00,60.00
Odisha,NAYAGARH,1999,Kharif     ,Sweet potato,320.00,2830.00
Odisha,NAYAGARH,1999,Kharif     ,Turmeric,300.00,700.00
Odisha,NAYAGARH,1999,Kharif     ,Urad,4800.00,2140.00
Odisha,NAYAGARH,1999,Rabi       ,Castor seed,60.00,30.00
Odisha,NAYAGARH,1999,Rabi       ,Coriander,280.00,130.00
Odisha,NAYAGARH,1999,Rabi       ,Dry chillies,470.00,380.00
Odisha,NAYAGARH,1999,Rabi       ,Garlic,410.00,1270.00
Odisha,NAYAGARH,1999,Rabi       ,Gram,80.00,40.00
Odisha,NAYAGARH,1999,Rabi       ,Groundnut,600.00,860.00
Odisha,NAYAGARH,1999,Rabi       ,Horse-gram,17340.00,7490.00
Odisha,NAYAGARH,1999,Rabi       ,Linseed,910.00,350.00
